"StudySite","Operation","CommName","Count","RAI"
"G12",14,"Impala",2,0.142857142857143
"H03",14,"Impala",4,0.285714285714286
"H05",14,"Impala",35,2.5
"H07",14,"Impala",2,0.142857142857143
"H09",14,"Impala",0,0
"H11",14,"Impala",0,0
"H13",14,"Impala",0,0
"I04",14,"Impala",4,0.285714285714286
"I06",14,"Impala",4,0.285714285714286
"I08",14,"Impala",1,0.0714285714285714
"I10",14,"Impala",0,0
"I12",14,"Impala",0,0
"I14",14,"Impala",0,0
"J03",14,"Impala",3,0.214285714285714
"J05",14,"Impala",0,0
"J07",14,"Impala",0,0
"J09",14,"Impala",0,0
"J11",14,"Impala",0,0
"J13",14,"Impala",1,0.0714285714285714
"K04",0,"Impala",0,NA
"K06",14,"Impala",0,0
"K08",14,"Impala",0,0
"K10",14,"Impala",0,0
"K12",14,"Impala",0,0
"L05",14,"Impala",2,0.142857142857143
"L07",14,"Impala",0,0
"L09",14,"Impala",0,0
"L11",14,"Impala",1,0.0714285714285714
"L13",14,"Impala",0,0
"M08",14,"Impala",3,0.214285714285714
"M10",14,"Impala",0,0
"A06",14,"Kudu",1,0.0714285714285714
"A08",14,"Kudu",1,0.0714285714285714
"A10",14,"Kudu",0,0
"B05",14,"Kudu",3,0.214285714285714
"B07",14,"Kudu",2,0.142857142857143
"B09",14,"Kudu",0,0
"C06",14,"Kudu",1,0.0714285714285714
"C08",14,"Kudu",0,0
"D03",14,"Kudu",0,0
"D05",14,"Kudu",2,0.142857142857143
"D07",0,"Kudu",1,NA
"D09",0,"Kudu",0,NA
"E02",14,"Kudu",1,0.0714285714285714
"E04",14,"Kudu",0,0
"E06",14,"Kudu",7,0.5
"E08",14,"Kudu",1,0.0714285714285714
"E10",14,"Kudu",0,0
"E12",14,"Kudu",0,0
"F01",14,"Kudu",0,0
"F03",14,"Kudu",0,0
"F05",0,"Kudu",0,NA
"F07",14,"Kudu",2,0.142857142857143
"F09",14,"Kudu",0,0
"F11",14,"Kudu",1,0.0714285714285714
"G02",14,"Kudu",0,0
"G04",14,"Kudu",0,0
"G06",14,"Kudu",1,0.0714285714285714
"G08",14,"Kudu",1,0.0714285714285714
"G10",14,"Kudu",1,0.0714285714285714
"G12",14,"Kudu",0,0
"H03",14,"Kudu",0,0
"H05",14,"Kudu",1,0.0714285714285714
"H07",14,"Kudu",0,0
"H09",14,"Kudu",0,0
"H11",14,"Kudu",0,0
"H13",14,"Kudu",0,0
"I04",14,"Kudu",0,0
"I06",14,"Kudu",0,0
"I08",14,"Kudu",1,0.0714285714285714
"I10",14,"Kudu",0,0
"I12",14,"Kudu",0,0
"I14",14,"Kudu",0,0
"J03",14,"Kudu",0,0
"J05",14,"Kudu",0,0
"J07",14,"Kudu",0,0
"J09",14,"Kudu",0,0
"J11",14,"Kudu",0,0
"J13",14,"Kudu",1,0.0714285714285714
"K04",0,"Kudu",0,NA
"K06",14,"Kudu",1,0.0714285714285714
"K08",14,"Kudu",0,0
"K10",14,"Kudu",0,0
"K12",14,"Kudu",0,0
"L05",14,"Kudu",0,0
"L07",14,"Kudu",0,0
"L09",14,"Kudu",0,0
"L11",14,"Kudu",1,0.0714285714285714
"L13",14,"Kudu",0,0
"M08",14,"Kudu",0,0
"M10",14,"Kudu",0,0
"A06",14,"Nyala",0,0
"A08",14,"Nyala",0,0
"A10",14,"Nyala",4,0.285714285714286
"B05",14,"Nyala",0,0
"B07",14,"Nyala",0,0
"B09",14,"Nyala",0,0
"C06",14,"Nyala",2,0.142857142857143
"C08",14,"Nyala",5,0.357142857142857
"D03",14,"Nyala",1,0.0714285714285714
"D05",14,"Nyala",5,0.357142857142857
"D07",0,"Nyala",0,NA
"D09",0,"Nyala",0,NA
"E02",14,"Nyala",0,0
"E04",14,"Nyala",0,0
"E06",14,"Nyala",17,1.21428571428571
"E08",14,"Nyala",0,0
"E10",14,"Nyala",0,0
"E12",14,"Nyala",0,0
"F01",14,"Nyala",0,0
"F03",14,"Nyala",0,0
"F05",0,"Nyala",0,NA
"F07",14,"Nyala",2,0.142857142857143
"F09",14,"Nyala",0,0
"F11",14,"Nyala",0,0
"G02",14,"Nyala",0,0
"G04",14,"Nyala",0,0
"G06",14,"Nyala",0,0
"G08",14,"Nyala",0,0
"G10",14,"Nyala",3,0.214285714285714
"G12",14,"Nyala",0,0
"H03",14,"Nyala",0,0
"H05",14,"Nyala",0,0
"H07",14,"Nyala",3,0.214285714285714
"H09",14,"Nyala",0,0
"H11",14,"Nyala",0,0
"H13",14,"Nyala",0,0
"I04",14,"Nyala",0,0
"I06",14,"Nyala",0,0
"I08",14,"Nyala",1,0.0714285714285714
"I10",14,"Nyala",1,0.0714285714285714
"I12",14,"Nyala",0,0
"I14",14,"Nyala",0,0
"J03",14,"Nyala",0,0
"J05",14,"Nyala",0,0
"J07",14,"Nyala",0,0
"J09",14,"Nyala",0,0
"J11",14,"Nyala",2,0.142857142857143
"J13",14,"Nyala",1,0.0714285714285714
"K04",0,"Nyala",0,NA
"K06",14,"Nyala",0,0
"K08",14,"Nyala",0,0
"K10",14,"Nyala",0,0
"K12",14,"Nyala",0,0
"L05",14,"Nyala",0,0
"L07",14,"Nyala",0,0
"L09",14,"Nyala",1,0.0714285714285714
"L11",14,"Nyala",8,0.571428571428571
"L13",14,"Nyala",2,0.142857142857143
"M08",14,"Nyala",0,0
"M10",14,"Nyala",0,0
"A06",14,"Oribi",3,0.214285714285714
"A08",14,"Oribi",0,0
"A10",14,"Oribi",0,0
"B05",14,"Oribi",2,0.142857142857143
"B07",14,"Oribi",6,0.428571428571429
"B09",14,"Oribi",1,0.0714285714285714
"C06",14,"Oribi",10,0.714285714285714
"C08",14,"Oribi",1,0.0714285714285714
"D03",14,"Oribi",2,0.142857142857143
"D05",14,"Oribi",0,0
"D07",0,"Oribi",1,NA
"D09",0,"Oribi",0,NA
"E02",14,"Oribi",58,4.14285714285714
"E04",14,"Oribi",4,0.285714285714286
"E06",14,"Oribi",1,0.0714285714285714
"E08",14,"Oribi",0,0
"E10",14,"Oribi",1,0.0714285714285714
"E12",14,"Oribi",0,0
"F01",14,"Oribi",10,0.714285714285714
"F03",14,"Oribi",1,0.0714285714285714
"F05",0,"Oribi",0,NA
"F07",14,"Oribi",4,0.285714285714286
"F09",14,"Oribi",0,0
"F11",14,"Oribi",2,0.142857142857143
"G02",14,"Oribi",6,0.428571428571429
"G04",14,"Oribi",1,0.0714285714285714
"G06",14,"Oribi",1,0.0714285714285714
"G08",14,"Oribi",0,0
"G10",14,"Oribi",0,0
"G12",14,"Oribi",0,0
"H03",14,"Oribi",1,0.0714285714285714
"H05",14,"Oribi",1,0.0714285714285714
"H07",14,"Oribi",0,0
"H09",14,"Oribi",1,0.0714285714285714
"H11",14,"Oribi",0,0
"H13",14,"Oribi",0,0
"I04",14,"Oribi",8,0.571428571428571
"I06",14,"Oribi",1,0.0714285714285714
"I08",14,"Oribi",1,0.0714285714285714
"I10",14,"Oribi",5,0.357142857142857
"I12",14,"Oribi",0,0
"I14",14,"Oribi",1,0.0714285714285714
"J03",14,"Oribi",0,0
"J05",14,"Oribi",0,0
"J07",14,"Oribi",5,0.357142857142857
"J09",14,"Oribi",0,0
"J11",14,"Oribi",0,0
"J13",14,"Oribi",3,0.214285714285714
"K04",0,"Oribi",0,NA
"K06",14,"Oribi",0,0
"K08",14,"Oribi",1,0.0714285714285714
"K10",14,"Oribi",0,0
"K12",14,"Oribi",0,0
"L05",14,"Oribi",3,0.214285714285714
"L07",14,"Oribi",0,0
"L09",14,"Oribi",2,0.142857142857143
"L11",14,"Oribi",0,0
"L13",14,"Oribi",0,0
"M08",14,"Oribi",2,0.142857142857143
"M10",14,"Oribi",1,0.0714285714285714
"A06",14,"Reedbuck",1,0.0714285714285714
"A08",14,"Reedbuck",0,0
"A10",14,"Reedbuck",0,0
"B05",14,"Reedbuck",3,0.214285714285714
"B07",14,"Reedbuck",1,0.0714285714285714
"B09",14,"Reedbuck",0,0
"C06",14,"Reedbuck",7,0.5
"C08",14,"Reedbuck",0,0
"D03",14,"Reedbuck",0,0
"D05",14,"Reedbuck",1,0.0714285714285714
"D07",0,"Reedbuck",0,NA
"D09",0,"Reedbuck",0,NA
"E02",14,"Reedbuck",10,0.714285714285714
"E04",14,"Reedbuck",0,0
"E06",14,"Reedbuck",0,0
"E08",14,"Reedbuck",0,0
"E10",14,"Reedbuck",4,0.285714285714286
"E12",14,"Reedbuck",0,0
"F01",14,"Reedbuck",2,0.142857142857143
"F03",14,"Reedbuck",0,0
"F05",0,"Reedbuck",0,NA
"F07",14,"Reedbuck",1,0.0714285714285714
"F09",14,"Reedbuck",0,0
"F11",14,"Reedbuck",0,0
"G02",14,"Reedbuck",0,0
"G04",14,"Reedbuck",0,0
"G06",14,"Reedbuck",0,0
"G08",14,"Reedbuck",0,0
"G10",14,"Reedbuck",0,0
"G12",14,"Reedbuck",0,0
"H03",14,"Reedbuck",0,0
"H05",14,"Reedbuck",0,0
"H07",14,"Reedbuck",2,0.142857142857143
"H09",14,"Reedbuck",1,0.0714285714285714
"H11",14,"Reedbuck",0,0
"H13",14,"Reedbuck",0,0
"I04",14,"Reedbuck",3,0.214285714285714
"I06",14,"Reedbuck",0,0
"I08",14,"Reedbuck",0,0
"I10",14,"Reedbuck",0,0
"I12",14,"Reedbuck",0,0
"I14",14,"Reedbuck",0,0
"J03",14,"Reedbuck",0,0
"J05",14,"Reedbuck",0,0
"J07",14,"Reedbuck",0,0
"J09",14,"Reedbuck",0,0
"J11",14,"Reedbuck",0,0
"J13",14,"Reedbuck",0,0
"K04",0,"Reedbuck",0,NA
"K06",14,"Reedbuck",0,0
"K08",14,"Reedbuck",0,0
"K10",14,"Reedbuck",0,0
"K12",14,"Reedbuck",0,0
"L05",14,"Reedbuck",3,0.214285714285714
"L07",14,"Reedbuck",0,0
"L09",14,"Reedbuck",0,0
"L11",14,"Reedbuck",0,0
"L13",14,"Reedbuck",0,0
"M08",14,"Reedbuck",2,0.142857142857143
"M10",14,"Reedbuck",0,0
"A06",14,"Sable_antelope",0,0
"A08",14,"Sable_antelope",0,0
"A10",14,"Sable_antelope",0,0
"B05",14,"Sable_antelope",0,0
"B07",14,"Sable_antelope",1,0.0714285714285714
"B09",14,"Sable_antelope",0,0
"C06",14,"Sable_antelope",0,0
"C08",14,"Sable_antelope",0,0
"D03",14,"Sable_antelope",0,0
"D05",14,"Sable_antelope",0,0
"D07",0,"Sable_antelope",0,NA
"D09",0,"Sable_antelope",0,NA
"E02",14,"Sable_antelope",0,0
"E04",14,"Sable_antelope",0,0
"E06",14,"Sable_antelope",0,0
"E08",14,"Sable_antelope",0,0
"E10",14,"Sable_antelope",0,0
"E12",14,"Sable_antelope",0,0
"F01",14,"Sable_antelope",0,0
"F03",14,"Sable_antelope",0,0
"F05",0,"Sable_antelope",0,NA
"F07",14,"Sable_antelope",0,0
"F09",14,"Sable_antelope",0,0
"F11",14,"Sable_antelope",2,0.142857142857143
"G02",14,"Sable_antelope",0,0
"G04",14,"Sable_antelope",0,0
"G06",14,"Sable_antelope",0,0
"G08",14,"Sable_antelope",0,0
"G10",14,"Sable_antelope",0,0
"G12",14,"Sable_antelope",1,0.0714285714285714
"H03",14,"Sable_antelope",0,0
"H05",14,"Sable_antelope",0,0
"H07",14,"Sable_antelope",0,0
"H09",14,"Sable_antelope",0,0
"H11",14,"Sable_antelope",0,0
"H13",14,"Sable_antelope",0,0
"I04",14,"Sable_antelope",0,0
"I06",14,"Sable_antelope",0,0
"I08",14,"Sable_antelope",2,0.142857142857143
"I10",14,"Sable_antelope",0,0
"I12",14,"Sable_antelope",0,0
"I14",14,"Sable_antelope",0,0
"J03",14,"Sable_antelope",0,0
"J05",14,"Sable_antelope",0,0
"J07",14,"Sable_antelope",0,0
"J09",14,"Sable_antelope",0,0
"J11",14,"Sable_antelope",0,0
"J13",14,"Sable_antelope",3,0.214285714285714
"K04",0,"Sable_antelope",0,NA
"K06",14,"Sable_antelope",0,0
"K08",14,"Sable_antelope",0,0
"K10",14,"Sable_antelope",0,0
"K12",14,"Sable_antelope",0,0
"L05",14,"Sable_antelope",0,0
"L07",14,"Sable_antelope",0,0
"L09",14,"Sable_antelope",0,0
"L11",14,"Sable_antelope",0,0
"L13",14,"Sable_antelope",1,0.0714285714285714
"M08",14,"Sable_antelope",1,0.0714285714285714
"M10",14,"Sable_antelope",0,0
"A06",14,"Warthog",3,0.214285714285714
"A08",14,"Warthog",0,0
"A10",14,"Warthog",1,0.0714285714285714
"B05",14,"Warthog",5,0.357142857142857
"B07",14,"Warthog",3,0.214285714285714
"B09",14,"Warthog",3,0.214285714285714
"C06",14,"Warthog",2,0.142857142857143
"C08",14,"Warthog",4,0.285714285714286
"D03",14,"Warthog",3,0.214285714285714
"D05",14,"Warthog",12,0.857142857142857
"D07",0,"Warthog",4,NA
"D09",0,"Warthog",0,NA
"E02",14,"Warthog",5,0.357142857142857
"E04",14,"Warthog",10,0.714285714285714
"E06",14,"Warthog",10,0.714285714285714
"E08",14,"Warthog",0,0
"E10",14,"Warthog",1,0.0714285714285714
"E12",14,"Warthog",0,0
"F01",14,"Warthog",22,1.57142857142857
"F03",14,"Warthog",4,0.285714285714286
"F05",0,"Warthog",0,NA
"F07",14,"Warthog",6,0.428571428571429
"F09",14,"Warthog",2,0.142857142857143
"F11",14,"Warthog",5,0.357142857142857
"G02",14,"Warthog",6,0.428571428571429
"G04",14,"Warthog",7,0.5
"G06",14,"Warthog",1,0.0714285714285714
"G08",14,"Warthog",1,0.0714285714285714
"G10",14,"Warthog",1,0.0714285714285714
"G12",14,"Warthog",0,0
"H03",14,"Warthog",9,0.642857142857143
"H05",14,"Warthog",5,0.357142857142857
"H07",14,"Warthog",20,1.42857142857143
"H09",14,"Warthog",1,0.0714285714285714
"H11",14,"Warthog",0,0
"H13",14,"Warthog",2,0.142857142857143
"I04",14,"Warthog",35,2.5
"I06",14,"Warthog",0,0
"I08",14,"Warthog",7,0.5
"I10",14,"Warthog",0,0
"I12",14,"Warthog",1,0.0714285714285714
"I14",14,"Warthog",2,0.142857142857143
"J03",14,"Warthog",1,0.0714285714285714
"J05",14,"Warthog",11,0.785714285714286
"J07",14,"Warthog",24,1.71428571428571
"J09",14,"Warthog",3,0.214285714285714
"J11",14,"Warthog",0,0
"J13",14,"Warthog",11,0.785714285714286
"K04",0,"Warthog",0,NA
"K06",14,"Warthog",120,8.57142857142857
"K08",14,"Warthog",3,0.214285714285714
"K10",14,"Warthog",0,0
"K12",14,"Warthog",0,0
"L05",14,"Warthog",183,13.0714285714286
"L07",14,"Warthog",0,0
"L09",14,"Warthog",15,1.07142857142857
"L11",14,"Warthog",23,1.64285714285714
"L13",14,"Warthog",0,0
"M08",14,"Warthog",36,2.57142857142857
"M10",14,"Warthog",19,1.35714285714286
"A06",14,"Waterbuck",9,0.642857142857143
"A08",14,"Waterbuck",2,0.142857142857143
"A10",14,"Waterbuck",1,0.0714285714285714
"B05",14,"Waterbuck",6,0.428571428571429
"B07",14,"Waterbuck",3,0.214285714285714
"B09",14,"Waterbuck",0,0
"C06",14,"Waterbuck",0,0
"C08",14,"Waterbuck",1,0.0714285714285714
"D03",14,"Waterbuck",6,0.428571428571429
"D05",14,"Waterbuck",13,0.928571428571429
"D07",0,"Waterbuck",4,NA
"D09",0,"Waterbuck",0,NA
"E02",14,"Waterbuck",29,2.07142857142857
"E04",14,"Waterbuck",26,1.85714285714286
"E06",14,"Waterbuck",48,3.42857142857143
"E08",14,"Waterbuck",20,1.42857142857143
"E10",14,"Waterbuck",3,0.214285714285714
"E12",14,"Waterbuck",0,0
"F01",14,"Waterbuck",54,3.85714285714286
"F03",14,"Waterbuck",6,0.428571428571429
"F05",0,"Waterbuck",0,NA
"F07",14,"Waterbuck",20,1.42857142857143
"F09",14,"Waterbuck",0,0
"F11",14,"Waterbuck",2,0.142857142857143
"G02",14,"Waterbuck",28,2
"G04",14,"Waterbuck",2,0.142857142857143
"G06",14,"Waterbuck",2,0.142857142857143
"G08",14,"Waterbuck",1,0.0714285714285714
"G10",14,"Waterbuck",0,0
"G12",14,"Waterbuck",0,0
"H03",14,"Waterbuck",7,0.5
"H05",14,"Waterbuck",44,3.14285714285714
"H07",14,"Waterbuck",26,1.85714285714286
"H09",14,"Waterbuck",0,0
"H11",14,"Waterbuck",0,0
"H13",14,"Waterbuck",0,0
"I04",14,"Waterbuck",39,2.78571428571429
"I06",14,"Waterbuck",0,0
"I08",14,"Waterbuck",9,0.642857142857143
"I10",14,"Waterbuck",1,0.0714285714285714
"I12",14,"Waterbuck",1,0.0714285714285714
"I14",14,"Waterbuck",1,0.0714285714285714
"J03",14,"Waterbuck",60,4.28571428571429
"J05",14,"Waterbuck",10,0.714285714285714
"J07",14,"Waterbuck",8,0.571428571428571
"J09",14,"Waterbuck",1,0.0714285714285714
"J11",14,"Waterbuck",0,0
"J13",14,"Waterbuck",1,0.0714285714285714
"K04",0,"Waterbuck",0,NA
"K06",14,"Waterbuck",1,0.0714285714285714
"K08",14,"Waterbuck",0,0
"K10",14,"Waterbuck",0,0
"K12",14,"Waterbuck",0,0
"L05",14,"Waterbuck",63,4.5
"L07",14,"Waterbuck",0,0
"L09",14,"Waterbuck",5,0.357142857142857
"L11",14,"Waterbuck",1,0.0714285714285714
"L13",14,"Waterbuck",2,0.142857142857143
"M08",14,"Waterbuck",25,1.78571428571429
"M10",14,"Waterbuck",3,0.214285714285714
"A06",14,"Wildebeest",4,0.285714285714286
"A08",14,"Wildebeest",0,0
"A10",14,"Wildebeest",0,0
"B05",14,"Wildebeest",0,0
"B07",14,"Wildebeest",11,0.785714285714286
"B09",14,"Wildebeest",0,0
"C06",14,"Wildebeest",0,0
"C08",14,"Wildebeest",0,0
"D03",14,"Wildebeest",0,0
"D05",14,"Wildebeest",0,0
"D07",0,"Wildebeest",0,NA
"D09",0,"Wildebeest",0,NA
"E02",14,"Wildebeest",0,0
"E04",14,"Wildebeest",0,0
"E06",14,"Wildebeest",0,0
"E08",14,"Wildebeest",2,0.142857142857143
"E10",14,"Wildebeest",0,0
"E12",14,"Wildebeest",0,0
"F01",14,"Wildebeest",0,0
"F03",14,"Wildebeest",0,0
"F05",0,"Wildebeest",0,NA
"F07",14,"Wildebeest",2,0.142857142857143
"F09",14,"Wildebeest",0,0
"F11",14,"Wildebeest",0,0
"G02",14,"Wildebeest",0,0
"G04",14,"Wildebeest",0,0
"G06",14,"Wildebeest",0,0
"G08",14,"Wildebeest",0,0
"G10",14,"Wildebeest",0,0
"G12",14,"Wildebeest",0,0
"H03",14,"Wildebeest",0,0
"H05",14,"Wildebeest",0,0
"H07",14,"Wildebeest",0,0
"H09",14,"Wildebeest",0,0
"H11",14,"Wildebeest",0,0
"H13",14,"Wildebeest",0,0
"I04",14,"Wildebeest",0,0
"I06",14,"Wildebeest",0,0
"I08",14,"Wildebeest",0,0
"I10",14,"Wildebeest",0,0
"I12",14,"Wildebeest",0,0
"I14",14,"Wildebeest",0,0
"J03",14,"Wildebeest",0,0
"J05",14,"Wildebeest",0,0
"J07",14,"Wildebeest",0,0
"J09",14,"Wildebeest",0,0
"J11",14,"Wildebeest",0,0
"J13",14,"Wildebeest",0,0
"K04",0,"Wildebeest",0,NA
"K06",14,"Wildebeest",0,0
"K08",14,"Wildebeest",0,0
"K10",14,"Wildebeest",0,0
"K12",14,"Wildebeest",0,0
"L05",14,"Wildebeest",0,0
"L07",14,"Wildebeest",0,0
"L09",14,"Wildebeest",0,0
"L11",14,"Wildebeest",0,0
"L13",14,"Wildebeest",0,0
"M08",14,"Wildebeest",0,0
"M10",14,"Wildebeest",0,0
